Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Distribution Channel,User Language,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,What is your age?,What is your sex?,What is your ethnicity?,"If you selected ""more than one"" or ""other,"" please explain:",Please choose the highest level of education that your parents attained (choose one),Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Happy","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Worried / Anxious","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Pleased","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Angry / Hostile","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Frustrated","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Depressed / Blue","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Relaxed / Calm","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Unhappy","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Enjoyment / Fun","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Peaceful / Serene","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Dull / Bored","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Joyful",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Please
rate your agreement with each of the five statements below. Use the 7-point
scale provided. - In most ways my life is close to my ideal","Please
rate your agreement with each of the five statements below. Use the 7-point
scale provided. - The conditions of my life are excellent","Please
rate your agreement with each of the five statements below. Use the 7-point
scale provided. - I am satisfied with my life","Please
rate your agreement with each of the five statements below. Use the 7-point
scale provided. - So far I have gotten the important things I want in life","Please
rate your agreement with each of the five statements below. Use the 7-point
scale provided. - If I could live my life over, I would change almost nothing",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Q39 - I felt a sense of contact with people who care for me, and whom I care for",Q39 - I was lonely,Q39 - I felt close and connected with other people who are important to me,Q39 - I felt unappreciated by one or more important people,Q39 - I felt a strong sense of intimacy with the people I spent time with,Q41 - I had disagreement or conflicts with people I usually get along with,Q41 - I was successfully completing difficult tasks and projects,"Q41 - I experienced some kind of failure, or was unable to do well at something",Q41 - I took on and mastered hard challenges,"Q41 - I did something stupid, that made me feel incompetent",Q43 - I did well even at the hard things,Q43 - I struggled doing something I should be good at,Q43 - I was free to do things my own way,Q43 - I had a lot of pressures I could do without,Q43 - My choices expressed my true self,Q45 - There were people telling me what I had to do,Q45 - I was really doing what interests me,Q45 - I had to do things against my will,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Condition
1/15/18 13:26,1/15/18 13:34,0,100,479,1,1/15/18 13:34,R_2zBC7ddSBecmGZs,,,,,anonymous,EN,0,0,128.848,0,21,2,2,,5,1.399,24.816,25.69,4,7,5,7,1,4,1,5,4,7,6,2,3,4.198,45.326,46.271,15,5,6,6,4,3,7.188,20.451,21.275,5,5,4,5,4,5,1,2,1,1,4,1,1,3,5,2,4,3,1,160.217,224.309,225.152,18,1
1/15/18 14:47,1/15/18 14:52,0,100,313,1,1/15/18 14:52,R_6wVVvTdF7xCbvMt,,,,,anonymous,EN,0,0,100.741,0,18,2,2,,4,1.036,27.163,28.956,5,4,5,3,1,5,5,4,4,4,2,6,4,6.445,41.821,42.702,13,3,3,4,3,3,5.692,17.707,18.77,6,3,4,3,3,2,2,2,4,3,3,2,3,2,4,3,3,2,3,4.149,69.365,70.206,23,1
1/15/18 14:56,1/15/18 15:00,0,100,264,1,1/15/18 15:00,R_2aXEsJjkpyMEAeA,,,,,anonymous,EN,0,0,30.972,0,20,2,6,,1,1.042,32.821,35.664,8,4,5,3,2,3,1,3,1,3,3,4,4,17.238,54.46,55.234,12,3,4,4,2,4,9.405,21.784,22.879,5,3,1,3,2,1,1,2,1,2,1,1,1,4,4,4,1,1,1,10.824,80.409,81.99,19,2
1/15/18 14:59,1/15/18 15:09,0,100,590,1,1/15/18 15:09,R_3D6cgFovN2onHrE,,,,,anonymous,EN,0,0,36.943,0,18,2,7,Mexican/Korean,4,1.685,41.451,44.939,11,4,5,3,2,3,3,3,3,3,3,5,2,1.374,73.938,75.51,17,3,5,5,3,3,1.348,22.659,23.936,6,4,5,3,4,3,2,3,3,2,3,2,1,3,3,3,3,3,2,1.158,369.873,371.14,26,2
1/15/18 15:32,1/15/18 15:35,0,100,168,1,1/15/18 15:35,R_w0nbPDqLIWOu3bX,,,,,anonymous,EN,4.539,4.539,5.77,1,19,1,5,,4,1.316,31.229,32.102,8,4,4,4,2,4,5,5,3,5,5,6,4,8.043,35.959,37.041,15,2,3,5,5,4,5.761,15.418,16.592,5,4,3,3,3,2,3,4,3,4,4,4,4,4,3,3,2,4,3,3.764,51.578,53.273,25,2
1/15/18 15:39,1/15/18 15:42,0,100,199,1,1/15/18 15:42,R_1o7tPzd7CzYiLDI,,,,,anonymous,EN,0,0,19.877,0,19,2,7,Korean and White,4,1.02,35.794,39.82,6,4,5,5,3,3,1,3,2,6,4,1,6,8.785,33.771,34.637,12,5,4,4,4,5,6.447,20.059,21.149,5,4,1,5,3,5,2,5,2,5,1,5,3,4,2,4,5,3,1,5.906,56.756,57.567,19,1
1/15/18 15:45,1/15/18 15:53,0,100,490,1,1/15/18 15:53,R_bE4zQbjB4Etyu2J,,,,,anonymous,EN,130.36,165.19,165.262,6,21,2,6,,5,12.695,57.048,59.221,11,5,4,5,3,3,3,4,2,5,5,2,5,9.037,84.739,87.025,14,5,4,5,5,3,14.277,50.357,51.714,11,4,2,4,1,4,2,3,1,2,1,3,2,4,1,4,1,4,1,11.69,112.015,113.853,25,4
1/15/18 16:02,1/15/18 16:09,0,100,410,1,1/15/18 16:09,R_3Eyj8Zt4F0RlDR2,,,,,anonymous,EN,0,0,107.224,0,19,1,6,,3,1.491,45.161,47.298,6,5,2,5,2,2,2,5,2,5,4,3,4,16.545,60.702,61.807,13,4,4,4,4,3,15.018,41.019,45.236,8,5,2,5,2,5,2,4,2,3,3,4,2,4,2,4,1,4,1,8.175,102.445,104.402,20,2
1/15/18 16:10,1/15/18 16:24,0,100,825,1,1/15/18 16:24,R_Z7rpRV3wbpfnGN3,,,,,anonymous,EN,0,0,10.409,0,18,2,3,,3,2.712,29.999,37.235,7,4,3,5,1,3,2,4,2,4,3,5,3,25.527,204.899,206.346,16,3,5,5,5,2,10.395,68.557,69.919,8,2,4,3,3,2,2,4,1,2,3,3,1,4,3,4,4,3,3,18.594,488.611,494.609,22,3
1/15/18 12:26,1/15/18 12:28,0,8,110,0,1/15/18 16:27,R_zSY6e5MtSwEq6U9,,,,,anonymous,EN,0,0,3.087,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/18 16:27,1/15/18 16:31,0,100,266,1,1/15/18 16:31,R_3hnCsAbnCTGnf67,,,,,anonymous,EN,0,0,6.852,0,19,2,6,,2,2.635,39.516,41.286,7,7,2,7,2,3,2,5,2,7,7,3,7,9.913,89.27,90.052,13,7,7,7,7,7,7.026,12.936,16.437,5,5,2,5,1,5,3,4,2,5,3,5,2,3,2,4,3,3,1,6.714,102.158,102.971,23,4
1/15/18 16:31,1/15/18 16:35,0,100,230,1,1/15/18 16:35,R_23f9esBYoC4Itq8,,,,,anonymous,EN,0,0,7.167,0,18,2,6,,4,1.857,41.516,41.947,20,6,6,6,5,5,4,6,5,5,5,6,6,8.763,63.97,64.496,49,6,6,6,5,3,1.496,24.321,24.789,15,4,5,4,5,2,1,5,3,5,1,5,5,5,4,5,3,4,2,0.873,75.861,76.382,49,4
1/15/18 16:35,1/15/18 16:39,0,100,210,1,1/15/18 16:39,R_2sbEyy8Y2Oun2l7,,,,,anonymous,EN,0,0,5.415,0,21,1,2,,4,2.155,20.019,26.958,4,5,5,3,1,2,2,5,2,5,4,2,6,8.659,49.926,51.404,13,3,4,3,3,3,7.037,21.265,23.853,5,4,1,4,2,5,2,3,3,3,2,2,2,3,2,2,1,2,1,5.319,59.371,60.28,20,1
1/15/18 16:54,1/15/18 16:58,0,100,226,1,1/15/18 16:58,R_25BgCQCRqg4q6rx,,,,,anonymous,EN,0,0,15.292,0,18,2,2,,4,1.724,37.376,42.758,7,5,3,4,4,3,3,5,3,4,5,5,4,13.819,46.148,47.33,18,4,6,3,3,3,6.477,17.32,18.738,6,4,3,3,2,3,1,4,3,3,1,3,2,3,5,3,4,4,1,9.448,76.207,77.473,23,2
1/15/18 17:02,1/15/18 17:10,0,100,481,1,1/15/18 17:10,R_3GC96xr7Muhhq1j,,,,,anonymous,EN,0,0,70.822,0,19,1,2,,2,1.614,100.553,101.935,10,3,4,4,3,6,6,4,5,3,4,1,5,4.452,87.567,88.389,45,2,6,2,6,1,1.175,87.113,87.632,27,5,5,5,3,3,5,5,5,5,5,3,4,5,3,5,3,5,1,8.225,122.736,123.71,78,4
1/15/18 17:23,1/15/18 17:33,0,100,608,1,1/15/18 17:33,R_26lNvp6YjDUDJrn,,,,,anonymous,EN,0,0,295.775,0,19,2,2,,4,1.142,33.717,35.358,7,6,4,5,2,2,1,4,2,6,3,2,5,12.34,50.396,51.423,12,5,5,2,2,2,14.923,32.504,34.218,5,5,1,5,4,5,3,2,1,1,3,3,2,5,3,4,1,5,1,80.746,174.066,175.44,19,4
1/15/18 18:20,1/15/18 18:23,0,100,211,1,1/15/18 18:23,R_pFdhdSIIH0ZFkUV,,,,,anonymous,EN,0,0,15.883,0,19,2,6,,3,3.092,37.225,45.203,7,4,5,5,2,3,3,2,2,4,2,3,3,8.645,46.578,48.004,14,3,4,4,5,4,10.005,23.152,25.703,5,3,3,3,4,3,4,3,4,3,3,3,3,3,5,2,5,2,3,5.094,66.694,67.678,20,4
1/15/18 18:22,1/15/18 18:28,0,100,395,1,1/15/18 18:28,R_2ZDNrNS0ujk780R,,,,,anonymous,EN,0,0,122.47,0,18,2,6,,3,1.421,37.38,40.799,9,6,5,6,1,5,2,3,2,5,4,5,6,7.448,59.439,59.952,17,5,7,7,7,6,8.633,21.415,22.082,6,5,1,5,2,4,2,3,3,2,2,3,3,3,4,4,2,3,1,8.371,85.602,86.717,21,1
1/15/18 18:31,1/15/18 18:34,0,100,178,1,1/15/18 18:34,R_urcleXiuoFbuiXL,,,,,anonymous,EN,0,0,4.42,0,18,2,2,,3,1.342,34.96,39.271,12,4,4,4,3,3,3,4,4,4,3,3,3,9.945,33.856,34.989,13,4,5,4,4,2,8.797,20.144,21.263,6,4,1,4,1,3,2,1,1,2,1,2,3,3,2,3,1,2,1,4.264,70.802,71.859,23,4
1/15/18 18:51,1/15/18 18:59,0,100,434,1,1/15/18 18:59,R_3EsdvzOtsDKJdoL,,,,,anonymous,EN,0,0,24.161,0,18,2,3,,3,2.008,28.764,29.927,8,4,4,4,2,3,2,4,2,3,3,5,3,18.241,84.696,85.624,14,3,3,4,5,3,13.94,101.312,102.626,7,2,4,2,5,2,3,2,4,2,5,3,3,3,4,1,4,3,2,13.849,183.606,185.07,25,4
1/15/18 15:02,1/15/18 15:02,0,8,53,0,1/15/18 19:02,R_3Ppe5egX9ASdCQB,,,,,anonymous,EN,0,0,4.181,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/18 18:58,1/15/18 19:03,0,100,335,1,1/15/18 19:03,R_25QNjcJFAGuVE1K,,,,,anonymous,EN,31.61,36.065,38.238,4,20,2,2,,4,3.848,48.958,50.185,7,5,7,3,6,7,5,1,5,4,1,1,3,7.923,47.699,48.511,15,5,6,6,7,1,10.901,28.109,30.29,6,4,5,4,5,4,1,3,5,4,5,3,5,3,4,3,1,5,1,7.468,119.613,121.096,20,1
1/15/18 19:01,1/15/18 19:07,0,100,307,1,1/15/18 19:07,R_WdmepCQjn7QmW6l,,,,,anonymous,EN,0,0,7.695,0,18,2,6,,3,1.734,38.112,39.388,4,6,4,4,2,1,1,3,1,5,4,2,4,24.945,80.146,80.56,18,5,4,5,4,3,12.212,34.356,35.158,6,4,1,4,1,3,1,3,2,2,1,3,1,4,1,4,1,3,2,8.662,77.211,78.087,20,2
1/15/18 19:15,1/15/18 19:22,0,100,423,1,1/15/18 19:22,R_YQZOE0NlFCOffLr,,,,,anonymous,EN,16.263,39.622,43.021,5,19,2,2,N/A,4,1.524,46.403,47.759,13,3,5,3,3,5,3,2,4,4,2,6,3,19.046,81.151,93.208,17,3,3,2,5,2,7.332,32.449,67.395,5,3,4,2,3,2,4,3,4,1,5,2,4,4,5,3,4,3,1,11.781,135.024,136.183,30,2
1/15/18 19:15,1/15/18 19:24,0,100,567,1,1/15/18 19:24,R_2cbX46UDYOzTAt6,,,,,anonymous,EN,4.623,134.593,143.885,29,18,1,5,,4,4.916,64.52,68.008,17,4,3,4,3,5,1,5,3,4,5,2,5,11.755,66.005,67.182,15,5,6,6,3,3,6.79,33.044,34.343,7,4,1,4,1,3,3,4,1,2,1,4,1,3,1,5,3,4,1,13.119,134.637,136.167,42,2
1/15/18 19:52,1/15/18 19:58,0,100,366,1,1/15/18 19:58,R_1DIOOtzHjnCct8A,,,,,anonymous,EN,0,0,63.881,0,21,1,5,,2,1.78,37.861,42.537,6,5,3,5,2,4,2,5,2,6,5,4,5,12.363,64.765,65.587,13,3,3,2,2,1,11.95,41.789,43.117,9,4,2,4,2,4,1,4,3,4,2,3,3,4,2,3,2,4,1,23.86,101.99,102.933,21,1
1/15/18 19:40,1/15/18 20:02,0,100,1343,1,1/15/18 20:02,R_3RpBLLkhNv2oIvr,,,,,anonymous,EN,2.563,210.332,213.969,53,19,2,2,,4,16.546,141.986,179.313,10,5,4,5,3,4,2,6,3,4,6,4,4,36.181,329.805,331.919,40,4,6,4,6,3,23.84,160.807,166.395,9,3,1,4,1,4,3,2,3,1,1,3,1,3,3,3,4,3,3,11.485,294.265,299.47,77,1
1/15/18 19:55,1/15/18 20:08,0,100,796,1,1/15/18 20:08,R_245Z33EEoFMXFs9,,,,,anonymous,EN,0,0,62.915,0,19,2,2,,4,3.897,51.62,52.722,6,7,7,4,1,4,4,3,3,7,3,1,6,298.392,459.364,460.994,26,4,6,2,4,3,7.515,38.388,41.828,9,5,5,5,1,5,1,3,1,1,5,1,1,3,5,3,1,5,1,7.629,169.285,170.804,18,4
1/15/18 20:06,1/15/18 20:12,0,100,380,1,1/15/18 20:12,R_1LGYu60bMrtOq2t,,,,,anonymous,EN,0,0,10.339,0,18,1,2,,1,7.095,34.867,36.384,6,3,6,4,6,7,3,2,4,4,1,3,4,2.252,87.939,92.885,15,4,3,3,5,3,13.704,31.889,32.575,6,3,4,4,5,3,5,4,5,4,5,4,4,3,5,3,5,4,5,114.594,192.65,193.668,24,2
1/15/18 20:16,1/15/18 20:17,0,100,90,1,1/15/18 20:17,R_sTCMYFt60UjcFJ7,,,,,anonymous,EN,0,0,4.958,0,20,2,2,,4,1.12,27.292,29.857,7,4,4,4,4,4,3,4,3,4,4,3,4,1.376,13.818,15.411,15,4,4,5,4,4,1.653,9.86,11.135,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.345,20.222,21.312,19,1
1/15/18 20:39,1/15/18 20:47,0,100,436,1,1/15/18 20:47,R_2dtYTq17V6MlKhK,,,,,anonymous,EN,0,0,3.696,0,22,1,6,,1,1.881,31.748,34.623,7,6,4,5,2,3,1,4,2,5,6,4,6,9.587,84.206,84.899,12,3,6,3,2,2,15.978,35.117,36.053,5,3,1,4,2,3,1,,5,3,3,4,2,3,3,2,4,4,1,12.786,268.339,269.335,17,4
1/15/18 16:54,1/15/18 16:54,0,8,9,0,1/15/18 20:54,R_1H7sckPlKZbEAln,,,,,anonymous,EN,0,0,3.485,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/18 20:51,1/15/18 20:56,0,100,296,1,1/15/18 20:56,R_OPDrURVuqqyHtwB,,,,,anonymous,EN,0,0,72.105,0,18,2,2,,5,3.812,27.221,29.748,5,4,7,4,4,3,6,3,5,4,4,4,3,4.965,29.716,30.464,12,5,4,3,4,4,7.815,11.735,16.457,5,4,4,4,4,4,3,3,4,3,4,3,4,4,4,2,2,3,2,10.124,69.101,70.5,20,2
1/15/18 20:23,1/15/18 20:59,0,100,2150,1,1/15/18 20:59,R_2eOKOenMEG874Vj,,,,,anonymous,EN,0,0,42.518,0,19,1,2,,4,1.328,43.708,44.889,8,4,4,3,1,1,1,4,3,3,3,1,4,20.007,194.222,216.318,17,3,6,4,2,1,1120.763,1151.062,1162.926,7,4,4,2,5,2,2,3,3,1,4,4,4,5,5,5,4,4,1,225.174,590.932,594.036,42,1
1/15/18 21:00,1/15/18 21:07,0,100,437,1,1/15/18 21:07,R_2uECM1tGNdNIZ2V,,,,,anonymous,EN,0,0,4.189,0,18,2,2,,4,1.911,34.055,35.485,7,5,6,5,4,4,4,3,3,4,4,2,5,14.475,44.836,46.215,13,2,3,4,5,6,37.508,59.923,61.772,6,3,2,3,2,4,1,2,2,2,4,4,3,4,3,5,3,4,4,6.984,262.25,263.137,23,1
1/15/18 21:43,1/15/18 21:45,0,100,163,1,1/15/18 21:45,R_3FIMFCuKGo7lZwd,,,,,anonymous,EN,0,0,3.42,0,18,2,6,,2,1.814,42.162,43.967,8,7,3,7,3,1,1,4,1,7,7,1,7,16.03,42.77,43.519,14,6,3,6,7,5,9.296,23.434,24.491,5,5,1,5,3,5,5,5,5,5,5,4,4,5,4,5,5,4,5,3.723,38.386,39.374,18,2
1/15/18 21:49,1/15/18 21:55,0,100,335,1,1/15/18 21:55,R_411yc9i4lTzzeff,,,,,anonymous,EN,0,0,6.01,0,18,2,6,,3,4.155,30.341,33.286,7,3,4,4,2,3,4,5,4,3,4,2,4,6.667,48.31,49.479,12,5,3,3,5,3,12.673,25.871,28.207,5,5,2,4,4,4,1,3,2,1,2,2,1,2,3,3,4,4,3,11.341,210.361,211.313,18,4
1/15/18 21:52,1/15/18 21:58,0,100,331,1,1/15/18 21:58,R_1eslLVKq2ZVpQKi,,,,,anonymous,EN,5.351,5.351,6.739,1,18,1,2,,5,0.798,68.072,69.449,18,5,3,5,4,3,1,5,4,6,5,3,5,5.932,65.434,66.321,16,6,6,5,5,6,8.033,25.293,26.554,5,5,1,4,1,4,3,4,2,4,1,4,1,3,2,5,3,4,3,9.833,148.16,150.328,22,4
1/15/18 22:13,1/15/18 22:16,0,100,174,1,1/15/18 22:16,R_25MzVKKOSkrf9HX,,,,,anonymous,EN,0,0,6.269,0,19,2,2,,4,3.201,34.85,36.656,5,5,7,7,4,4,4,3,3,5,4,4,6,6.108,31.022,31.755,12,6,7,6,6,7,6.445,16.473,17.384,5,5,1,5,3,3,3,5,5,5,5,4,5,3,4,5,1,3,1,3.527,68.507,69.695,19,4
1/15/18 23:12,1/15/18 23:27,0,100,889,1,1/15/18 23:27,R_bNkifYl6w8Gk1qh,,,,,anonymous,EN,332.577,395.674,397.456,6,18,2,2,,2,2.136,49.723,101.279,10,6,4,5,3,2,2,4,2,4,5,4,5,6.578,94.8,102.353,18,5,4,4,4,3,6.106,53.811,83.372,9,3,3,3,2,4,2,3,2,3,2,3,2,3,2,3,2,3,2,4.9,152.375,154.734,28,2
1/15/18 23:35,1/15/18 23:50,0,100,897,1,1/15/18 23:50,R_6i2AigcJaPXCwUN,,,,,anonymous,EN,17.226,17.226,172.935,1,18,2,6,,5,0.996,47.958,49.388,8,6,3,5,2,2,1,4,1,6,5,2,5,30.605,124.395,125.706,12,7,7,7,7,7,51.713,68.969,72.31,6,5,1,5,1,5,2,4,3,3,2,3,2,5,1,4,3,3,1,55.925,348.421,349.622,21,1
1/16/18 1:02,1/16/18 1:08,0,100,372,1,1/16/18 1:08,R_TnF5it18tdh1JgB,,,,,anonymous,EN,2.686,77.568,78.85,31,18,2,5,,4,3.9,38.283,39.583,22,6,2,4,1,2,1,4,1,4,3,5,5,7.744,44.045,44.949,36,7,6,5,6,2,5.374,29.911,32.48,15,4,3,3,2,1,1,3,5,3,3,2,3,3,2,3,3,4,1,2.092,107.964,108.77,81,1
1/15/18 21:08,1/15/18 21:08,0,8,7,0,1/16/18 1:08,R_1Cele6JoZc0r2X1,,,,,anonymous,EN,0,0,3.669,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/18 7:42,1/16/18 7:46,0,100,211,1,1/16/18 7:46,R_12KE5mMHTmRfT3j,,,,,anonymous,EN,4.531,4.531,5.813,1,18,2,6,,1,1.902,44.391,45.513,10,6,4,6,1,2,1,5,1,6,5,4,6,8.811,39.027,39.97,14,6,6,6,6,3,7.692,23.709,25.1,7,5,1,5,1,5,2,4,2,3,4,4,2,4,1,2,2,4,1,4.449,81.759,82.952,22,2
1/16/18 8:38,1/16/18 8:47,0,100,502,1,1/16/18 8:47,R_RLFmD6vemU02fbb,,,,,anonymous,EN,0,0,70.123,0,19,2,6,,3,1.52,33.156,34.618,7,6,5,7,4,6,5,6,6,6,6,7,6,17.246,114.536,118.888,13,3,2,2,6,7,12.651,48.554,49.262,5,5,3,5,3,1,1,2,2,2,1,3,2,3,2,4,3,4,1,8.906,131.7,133.289,20,1
1/16/18 8:36,1/16/18 8:49,0,100,741,1,1/16/18 8:49,R_2b19hxX5QBb0QKX,,,,,anonymous,EN,3.467,7.071,12.469,4,19,2,3,,4,2.606,78.874,80.335,22,5,4,5,1,3,1,4,1,3,4,1,4,1.174,217.733,220.276,52,6,6,5,6,3,1.336,141.365,142.161,10,5,1,5,5,5,1,3,2,1,1,2,3,5,1,3,1,2,1,1.334,223.152,224.369,47,2
1/16/18 9:06,1/16/18 9:16,0,100,620,1,1/16/18 9:16,R_2ZOY0X3PsBNEH1S,,,,,anonymous,EN,27.696,45.704,48.488,14,29,1,7,"according to ancentry.com (41% native americas, 38% european, 5% north african, 3% middle easters, 13% other",4,0.889,145.346,146.931,14,5,1,4,4,4,1,5,2,5,4,1,4,31.974,145.437,146.485,14,2,2,3,4,4,14.667,55.973,57.094,7,4,2,4,1,5,1,4,1,4,1,5,2,5,1,3,4,3,1,29.619,199.785,201.156,27,4
1/16/18 10:17,1/16/18 10:21,0,100,264,1,1/16/18 10:21,R_UN32GBaEReIzdND,,,,,anonymous,EN,6.682,6.682,65.796,1,19,2,6,,1,3.918,42.135,42.846,15,6,6,5,2,2,4,4,2,6,6,1,5,10.355,41.004,41.681,31,4,5,5,5,4,7.699,21.198,22.039,15,5,1,5,3,2,3,4,3,3,2,3,3,4,2,4,1,5,1,4.993,76.721,78.621,60,4
1/16/18 10:26,1/16/18 10:31,0,100,281,1,1/16/18 10:31,R_1q4YdAYqSE0w9S3,,,,,anonymous,EN,0,0,6.426,0,20,2,6,,2,1.755,37.447,40.111,5,6,4,5,4,2,1,6,1,5,5,1,6,15.37,79.743,80.859,12,5,4,5,5,2,11.047,27.136,29.832,5,5,1,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,1,4.365,101.263,103.317,19,2
1/16/18 10:54,1/16/18 10:57,0,100,213,1,1/16/18 10:57,R_2P6BYBDYjECqaOT,,,,,anonymous,EN,5.098,5.699,9.604,2,21,1,2,,5,1.374,22.628,23.982,5,5,2,6,2,2,1,6,1,7,1,5,6,5.786,35.948,37.077,14,5,4,4,5,2,8.223,29.239,30.36,8,5,1,4,2,5,2,4,4,5,3,4,3,5,1,4,2,4,2,16.515,98.901,100.542,18,2
1/16/18 10:59,1/16/18 11:03,0,100,211,1,1/16/18 11:03,R_9odp0fMt4Ef7WlH,,,,,anonymous,EN,1.377,4.358,4.988,2,21,2,2,,4,0.607,31.503,32.72,26,5,4,4,1,3,5,4,5,4,3,4,3,5.846,48.264,49.469,31,3,4,2,2,2,3.358,27.669,27.728,24,2,4,2,1,3,1,1,4,3,4,2,5,3,2,3,3,3,3,3.835,77.632,78.527,58,2
1/16/18 10:57,1/16/18 11:04,0,100,414,1,1/16/18 11:04,R_2ab1pEJsF7fkJkR,,,,,anonymous,EN,10.103,17.545,20.822,3,19,2,2,,2,1.291,43.012,43.799,23,6,4,5,4,3,3,2,4,6,4,3,5,23.907,118.469,119.438,35,4,5,2,4,4,7.674,34.321,35.408,13,5,3,4,2,5,3,4,5,2,5,3,5,4,2,4,3,4,3,9.002,167.188,168.299,53,2
1/16/18 10:58,1/16/18 11:07,0,100,538,1,1/16/18 11:07,R_2bWdVwCJ6TlRDfN,,,,,anonymous,EN,0,0,194.925,0,18,2,2,,5,5.543,28.033,29.601,5,6,6,4,5,7,3,4,2,5,4,5,5,18.304,96.292,97.022,18,5,6,5,5,3,13.521,44.667,45.849,6,4,3,3,2,3,4,2,2,1,1,2,3,4,4,3,4,2,1,49.697,161.922,163.61,22,3
1/16/18 11:03,1/16/18 11:07,0,100,210,1,1/16/18 11:07,R_1OUk2zq8ZXMjHnk,,,,,anonymous,EN,0,0,2.041,0,21,1,2,,4,2.877,23.623,27.517,4,5,1,4,6,2,1,4,2,5,4,2,4,6.211,36.733,37.448,13,2,5,4,6,4,6.664,18.026,18.94,6,4,1,4,2,4,4,4,2,3,4,4,4,2,5,4,5,1,4,28.533,91.865,92.532,23,2
1/16/18 11:40,1/16/18 11:45,0,100,319,1,1/16/18 11:45,R_1hXQCS4rr0iiRDo,,,,,anonymous,EN,2.108,5.837,7.564,6,18,1,2,,2,0.775,26.044,27.13,23,5,3,4,2,3,1,4,2,5,4,4,5,9.666,42.327,43.579,34,4,6,6,4,6,6.89,28.008,28.511,19,5,1,5,1,3,3,3,5,3,3,3,5,3,3,3,4,4,3,6.51,205.477,205.867,81,3
1/16/18 11:43,1/16/18 11:46,0,100,165,1,1/16/18 11:46,R_2QVOSPZEGnjVswV,,,,,anonymous,EN,0,0,7.979,0,21,1,2,,2,6.335,27.19,29.27,4,3,4,4,3,3,1,3,3,3,3,3,4,7.185,28.957,30.031,12,6,5,6,6,4,6.477,17.8,19.063,9,4,2,4,2,4,3,4,4,4,5,5,4,4,4,4,4,5,2,3.339,59.906,60.731,23,3
1/16/18 12:27,1/16/18 12:30,0,100,213,1,1/16/18 12:30,R_6xTOSEQodto1Mzf,,,,,anonymous,EN,0,0,19.489,0,20,2,6,,3,4.246,28.043,29.861,5,5,5,5,1,4,1,4,4,4,1,1,5,7.886,38.229,39.315,12,3,5,5,7,5,7.767,22.522,24.094,5,4,1,4,4,3,3,4,1,5,1,5,1,4,3,3,3,3,1,7.431,71.055,73.451,18,2
1/16/18 12:39,1/16/18 12:46,0,100,410,1,1/16/18 12:46,R_2VEIWkGQXP4Cutf,,,,,anonymous,EN,0,0,120.408,0,18,2,2,,4,1.106,66.837,74.013,8,5,3,5,2,2,3,5,4,5,5,4,5,9.487,52.063,53.683,12,3,5,3,2,4,11.739,34.157,35.445,5,2,3,3,2,2,1,3,2,2,1,3,1,5,1,3,1,4,1,18.003,117.835,119.074,21,3
1/16/18 13:00,1/16/18 13:05,0,100,264,1,1/16/18 13:05,R_1gLt82jNobqiLBH,,,,,anonymous,EN,0,0,9.449,0,18,2,6,,1,1.218,34.218,36.483,7,4,5,3,5,5,4,3,4,3,3,5,4,8.445,43.544,44.889,13,3,3,4,4,3,14.853,40.572,41.749,6,4,3,3,5,3,4,3,4,4,4,3,1,2,3,2,3,2,1,5.653,112.785,114.871,18,1
